,Unnamed: 0,register_value,name, Salary in $ ,season_start,season_end,team,full_team_name
0,0,10717.0,A.J. Hammons," $650,000.00 ",2016.0,2017.0,DAL,Dallas Mavericks
1,1,11326.0,A.J. Hammons," $1,312,611.00 ",2017.0,2018.0,MIA,Miami Heat
2,2,7486.0,A.J. Price," $457,588.00 ",2009.0,2010.0,IND,Indiana Pacers
3,3,7944.0,A.J. Price," $762,195.00 ",2010.0,2011.0,IND,Indiana Pacers
4,4,8348.0,A.J. Price," $854,389.00 ",2011.0,2012.0,IND,Indiana Pacers
5,5,8801.0,A.J. Price," $885,120.00 ",2012.0,2013.0,WAS,Washington Wizards
6,6,9627.0,A.J. Price," $62,552.00 ",2014.0,2015.0,PHO,Phoenix Suns
7,7,7064.0,Aaron Brooks," $1,045,560.00 ",2008.0,2009.0,HOU,Houston Rockets
8,8,7487.0,Aaron Brooks," $1,118,520.00 ",2009.0,2010.0,HOU,Houston Rockets
9,9,8802.0,Aaron Brooks," $3,250,000.00 ",2012.0,2013.0,SAC,Sacramento Kings
10,10,9230.0,Aaron Brooks," $3,396,250.00 ",2013.0,2014.0,SAC,Sacramento Kings
11,11,9231.0,Aaron Brooks," $1,027,424.00 ",2013.0,2014.0,HOU,Houston Rockets
12,12,10154.0,Aaron Brooks," $2,000,000.00 ",2015.0,2016.0,CHI,Chicago Bulls
13,13,10718.0,Aaron Brooks," $2,700,000.00 ",2016.0,2017.0,IND,Indiana Pacers
14,14,11327.0,Aaron Brooks," $2,116,955.00 ",2017.0,2018.0,MIN,Minnesota Timberwolves
15,15,9628.0,Aaron Craft," $35,000.00 ",2014.0,2015.0,GSW,Golden State Warriors
16,16,9629.0,Aaron Gordon," $3,992,040.00 ",2014.0,2015.0,ORL,Orlando Magic
17,17,10155.0,Aaron Gordon," $4,171,680.00 ",2015.0,2016.0,ORL,Orlando Magic
18,18,10719.0,Aaron Gordon," $4,351,320.00 ",2016.0,2017.0,ORL,Orlando Magic
19,19,11328.0,Aaron Gordon," $5,504,420.00 ",2017.0,2018.0,ORL,Orlando Magic
20,20,6659.0,Aaron Gray," $427,163.00 ",2007.0,2008.0,CHI,Chicago Bulls
21,21,7065.0,Aaron Gray," $711,517.00 ",2008.0,2009.0,CHI,Chicago Bulls
22,22,7488.0,Aaron Gray," $1,000,497.00 ",2009.0,2010.0,NOH,New Orleans Pelicans
23,23,7945.0,Aaron Gray," $1,028,840.00 ",2010.0,2011.0,NOH,New Orleans Pelicans
24,24,8349.0,Aaron Gray," $2,500,000.00 ",2011.0,2012.0,TOR,Toronto Raptors 
25,25,8803.0,Aaron Gray," $2,575,000.00 ",2012.0,2013.0,TOR,Toronto Raptors 
26,26,9232.0,Aaron Gray," $2,690,875.00 ",2013.0,2014.0,TOR,Toronto Raptors 
27,27,9630.0,Aaron Gray," $1,227,985.00 ",2014.0,2015.0,DET,Detroit Pistons
28,28,10156.0,Aaron Gray," $452,059.00 ",2015.0,2016.0,DET,Detroit Pistons
29,29,10720.0,Aaron Gray," $452,059.00 ",2016.0,2017.0,DET,Detroit Pistons
30,30,11329.0,Aaron Gray," $452,059.00 ",2017.0,2018.0,DET,Detroit Pistons
31,31,10157.0,Aaron Harrison," $525,093.00 ",2015.0,2016.0,CHA,Charlotte Hornets
32,32,10721.0,Aaron Harrison," $375,579.00 ",2016.0,2017.0,CHA,Charlotte Hornets
33,33,6660.0,Aaron McKie," $750,000.00 ",2007.0,2008.0,MEM,Memphis Grizzlies
34,34,6661.0,Aaron Williams," $1,890,000.00 ",2007.0,2008.0,LAC,Los Angeles Clippers
35,35,11330.0,Abdel Nader," $1,167,333.00 ",2017.0,2018.0,BOS,Boston Celtic
36,36,6662.0,Acie Law," $1,927,080.00 ",2007.0,2008.0,ATL,Atlanta Hawks
37,37,7066.0,Acie Law," $2,071,680.00 ",2008.0,2009.0,ATL,Atlanta Hawks
38,38,7489.0,Acie Law," $2,216,160.00 ",2009.0,2010.0,CHI,Chicago Bulls
39,39,7946.0,Acie Law," $656,030.00 ",2010.0,2011.0,GSW,Golden State Warriors
40,40,7947.0,Acie Law," $203,057.00 ",2010.0,2011.0,MEM,Memphis Grizzlies
41,41,7067.0,Adam Morrison," $4,159,200.00 ",2008.0,2009.0,LAL,Los Angeles Lakers
42,42,7490.0,Adam Morrison," $5,257,229.00 ",2009.0,2010.0,LAL,Los Angeles Lakers
43,43,6663.0,Adonal Foyle," $8,937,500.00 ",2007.0,2008.0,GSW,Golden State Warriors
44,44,6664.0,Adonal Foyle," $1,219,590.00 ",2007.0,2008.0,ORL,Orlando Magic
45,45,7068.0,Adonal Foyle," $1,262,275.00 ",2008.0,2009.0,MEM,Memphis Grizzlies
46,46,7491.0,Adonal Foyle," $1,306,455.00 ",2009.0,2010.0,ORL,Orlando Magic
47,47,10158.0,Adonis Thomas," $60,000.00 ",2015.0,2016.0,DET,Detroit Pistons
48,48,9631.0,Adreian Payne," $1,855,320.00 ",2014.0,2015.0,MIN,Minnesota Timberwolves
49,49,10159.0,Adreian Payne," $1,938,840.00 ",2015.0,2016.0,MIN,Minnesota Timberwolves
50,50,10722.0,Adreian Payne," $2,022,240.00 ",2016.0,2017.0,MIN,Minnesota Timberwolves
51,51,6665.0,Adrian Griffin," $1,593,000.00 ",2007.0,2008.0,OKC,Oklahoma City Thunder
52,52,7069.0,Adrian Griffin," $1,711,000.00 ",2008.0,2009.0,MIL,Milwaukee Bucks
53,53,9632.0,Akil Mitchell," $150,000.00 ",2014.0,2015.0,HOU,Houston Rockets
54,54,6666.0,Al Harrington," $8,425,625.00 ",2007.0,2008.0,GSW,Golden State Warriors
55,55,7070.0,Al Harrington," $9,226,250.00 ",2008.0,2009.0,NYK,New York Knicks
56,56,7492.0,Al Harrington," $10,026,875.00 ",2009.0,2010.0,NYK,New York Knicks
57,57,7948.0,Al Harrington," $5,765,000.00 ",2010.0,2011.0,DEN,Denver Nuggets
58,58,8350.0,Al Harrington," $6,226,200.00 ",2011.0,2012.0,DEN,Denver Nuggets
59,59,8804.0,Al Harrington," $6,687,400.00 ",2012.0,2013.0,ORL,Orlando Magic
60,60,9233.0,Al Harrington," $3,574,300.00 ",2013.0,2014.0,ORL,Orlando Magic
61,61,9234.0,Al Harrington," $1,399,507.00 ",2013.0,2014.0,WAS,Washington Wizards
62,62,9633.0,Al Harrington," $3,805,000.00 ",2014.0,2015.0,ORL,Orlando Magic
63,63,6667.0,Al Horford," $3,745,800.00 ",2007.0,2008.0,ATL,Atlanta Hawks
64,64,7071.0,Al Horford," $4,026,720.00 ",2008.0,2009.0,ATL,Atlanta Hawks
65,65,7493.0,Al Horford," $4,307,640.00 ",2009.0,2010.0,ATL,Atlanta Hawks
66,66,7949.0,Al Horford," $5,444,857.00 ",2010.0,2011.0,ATL,Atlanta Hawks
67,67,8351.0,Al Horford," $12,000,000.00 ",2011.0,2012.0,ATL,Atlanta Hawks
68,68,8805.0,Al Horford," $12,000,000.00 ",2012.0,2013.0,ATL,Atlanta Hawks
69,69,9235.0,Al Horford," $12,000,000.00 ",2013.0,2014.0,ATL,Atlanta Hawks
70,70,9634.0,Al Horford," $12,000,000.00 ",2014.0,2015.0,ATL,Atlanta Hawks
71,71,10160.0,Al Horford," $12,000,000.00 ",2015.0,2016.0,ATL,Atlanta Hawks
72,72,10723.0,Al Horford," $26,540,100.00 ",2016.0,2017.0,BOS,Boston Celtic
73,73,11331.0,Al Horford," $27,734,405.00 ",2017.0,2018.0,BOS,Boston Celtic
74,74,6668.0,Al Jefferson," $2,480,885.00 ",2007.0,2008.0,MIN,Minnesota Timberwolves
75,75,7072.0,Al Jefferson," $11,000,000.00 ",2008.0,2009.0,MIN,Minnesota Timberwolves
76,76,7494.0,Al Jefferson," $12,000,000.00 ",2009.0,2010.0,MIN,Minnesota Timberwolves
77,77,7950.0,Al Jefferson," $13,000,000.00 ",2010.0,2011.0,UTA,Utah Jazz
78,78,8352.0,Al Jefferson," $14,000,000.00 ",2011.0,2012.0,UTA,Utah Jazz
79,79,8806.0,Al Jefferson," $15,000,000.00 ",2012.0,2013.0,UTA,Utah Jazz
80,80,10161.0,Al Jefferson," $13,833,333.00 ",2015.0,2016.0,CHA,Charlotte Hornets
81,81,10724.0,Al Jefferson," $10,230,179.00 ",2016.0,2017.0,IND,Indiana Pacers
82,82,11332.0,Al Jefferson," $9,769,821.00 ",2017.0,2018.0,IND,Indiana Pacers
83,83,6669.0,Al Thornton," $1,652,280.00 ",2007.0,2008.0,LAC,Los Angeles Clippers
84,84,7073.0,Al Thornton," $1,776,240.00 ",2008.0,2009.0,LAC,Los Angeles Clippers
85,85,7495.0,Al Thornton," $1,900,200.00 ",2009.0,2010.0,WAS,Washington Wizards
86,86,7951.0,Al Thornton," $2,814,196.00 ",2010.0,2011.0,WAS,Washington Wizards
87,87,8807.0,Alan Anderson," $885,120.00 ",2012.0,2013.0,TOR,Toronto Raptors 
88,88,9236.0,Alan Anderson," $947,907.00 ",2013.0,2014.0,NJN,Brooklyn Nets
89,89,9635.0,Alan Anderson," $1,276,061.00 ",2014.0,2015.0,NJN,Brooklyn Nets
90,90,10162.0,Alan Anderson," $4,000,000.00 ",2015.0,2016.0,WAS,Washington Wizards
91,91,10725.0,Alan Anderson," $1,315,448.00 ",2016.0,2017.0,LAC,Los Angeles Clippers
92,92,10163.0,Alan Williams," $114,285.00 ",2015.0,2016.0,PHO,Phoenix Suns
93,93,10726.0,Alan Williams," $874,636.00 ",2016.0,2017.0,PHO,Phoenix Suns
94,94,11333.0,Alan Williams," $6,000,000.00 ",2017.0,2018.0,PHO,Phoenix Suns
95,95,6670.0,Alando Tucker," $931,920.00 ",2007.0,2008.0,PHO,Phoenix Suns
96,96,7074.0,Alando Tucker," $1,001,880.00 ",2008.0,2009.0,PHO,Phoenix Suns
97,97,7496.0,Alando Tucker," $1,071,720.00 ",2009.0,2010.0,MIN,Minnesota Timberwolves
98,98,8353.0,Alec Burks," $2,020,200.00 ",2011.0,2012.0,UTA,Utah Jazz
99,99,8808.0,Alec Burks," $2,171,640.00 ",2012.0,2013.0,UTA,Utah Jazz
100,100,9237.0,Alec Burks," $2,202,000.00 ",2013.0,2014.0,UTA,Utah Jazz
101,101,9636.0,Alec Burks," $3,034,356.00 ",2014.0,2015.0,UTA,Utah Jazz
102,102,10164.0,Alec Burks," $9,213,484.00 ",2015.0,2016.0,UTA,Utah Jazz
103,103,10727.0,Alec Burks," $10,154,495.00 ",2016.0,2017.0,UTA,Utah Jazz
104,104,11334.0,Alec Burks," $10,845,506.00 ",2017.0,2018.0,UTA,Utah Jazz
105,105,10728.0,Alex Abrines," $5,994,764.00 ",2016.0,2017.0,OKC,Oklahoma City Thunder
106,106,11335.0,Alex Abrines," $5,725,000.00 ",2017.0,2018.0,OKC,Oklahoma City Thunder
107,107,7075.0,Alex Acker," $711,517.00 ",2008.0,2009.0,LAC,Los Angeles Clippers
108,108,10729.0,Alex Caruso," $50,000.00 ",2016.0,2017.0,OKC,Oklahoma City Thunder
109,109,9637.0,Alex Kirk," $65,000.00 ",2014.0,2015.0,NYK,New York Knicks
110,110,9238.0,Alex Len," $3,492,720.00 ",2013.0,2014.0,PHO,Phoenix Suns
111,111,9638.0,Alex Len," $3,649,920.00 ",2014.0,2015.0,PHO,Phoenix Suns
112,112,10165.0,Alex Len," $3,807,120.00 ",2015.0,2016.0,PHO,Phoenix Suns
113,113,10730.0,Alex Len," $4,823,621.00 ",2016.0,2017.0,PHO,Phoenix Suns
114,114,11336.0,Alex Len," $4,187,599.00 ",2017.0,2018.0,PHO,Phoenix Suns
115,115,10731.0,Alex Poythress," $38,903.00 ",2016.0,2017.0,PHI,Philadelphia 76ers
116,116,10732.0,Alex Poythress," $35,381.00 ",2016.0,2017.0,IND,Indiana Pacers
117,117,10166.0,Alex Stepheson," $61,776.00 ",2015.0,2016.0,LAC,Los Angeles Clippers
118,118,10167.0,Alex Stepheson," $30,888.00 ",2015.0,2016.0,MEM,Memphis Grizzlies
119,119,6671.0,Alexander Johnson," $687,456.00 ",2007.0,2008.0,MIA,Miami Heat
120,120,8809.0,Alexey Shved," $2,934,610.00 ",2012.0,2013.0,MIN,Minnesota Timberwolves
121,121,9239.0,Alexey Shved," $3,150,000.00 ",2013.0,2014.0,MIN,Minnesota Timberwolves
122,122,9639.0,Alexey Shved," $3,282,056.00 ",2014.0,2015.0,NYK,New York Knicks
123,123,7952.0,Alexis Ajinca," $1,467,840.00 ",2010.0,2011.0,TOR,Toronto Raptors 
124,124,9640.0,Alexis Ajinca," $981,084.00 ",2014.0,2015.0,NOH,New Orleans Pelicans
125,125,10168.0,Alexis Ajinca," $4,300,000.00 ",2015.0,2016.0,NOH,New Orleans Pelicans
126,126,10733.0,Alexis Ajinca," $4,600,000.00 ",2016.0,2017.0,NOH,New Orleans Pelicans
127,127,11337.0,Alexis Ajinca," $4,961,798.00 ",2017.0,2018.0,NOH,New Orleans Pelicans
128,128,7953.0,Al-Farouq Aminu," $2,563,320.00 ",2010.0,2011.0,LAC,Los Angeles Clippers
129,129,8354.0,Al-Farouq Aminu," $2,755,560.00 ",2011.0,2012.0,NOH,New Orleans Pelicans
130,130,8810.0,Al-Farouq Aminu," $2,947,800.00 ",2012.0,2013.0,NOH,New Orleans Pelicans
131,131,9240.0,Al-Farouq Aminu," $3,700,000.00 ",2013.0,2014.0,NOH,New Orleans Pelicans
132,132,9641.0,Al-Farouq Aminu," $981,084.00 ",2014.0,2015.0,DAL,Dallas Mavericks
133,133,10169.0,Al-Farouq Aminu," $7,500,000.00 ",2015.0,2016.0,POR,Portland Trail Blazers
134,134,10734.0,Al-Farouq Aminu," $7,680,965.00 ",2016.0,2017.0,POR,Portland Trail Blazers
135,135,11338.0,Al-Farouq Aminu," $7,319,035.00 ",2017.0,2018.0,POR,Portland Trail Blazers
136,136,11339.0,Alfonzo McKinnie," $815,615.00 ",2017.0,2018.0,TOR,Toronto Raptors 
137,137,9642.0,Allen Crabbe," $862,000.00 ",2014.0,2015.0,POR,Portland Trail Blazers
138,138,10170.0,Allen Crabbe," $947,276.00 ",2015.0,2016.0,POR,Portland Trail Blazers
139,139,10735.0,Allen Crabbe," $18,500,000.00 ",2016.0,2017.0,POR,Portland Trail Blazers
140,140,11340.0,Allen Crabbe," $19,332,500.00 ",2017.0,2018.0,NJN,Brooklyn Nets
141,141,6672.0,Allen Iverson," $19,012,500.00 ",2007.0,2008.0,DEN,Denver Nuggets
142,142,7076.0,Allen Iverson," $20,840,625.00 ",2008.0,2009.0,DET,Detroit Pistons
143,143,7497.0,Allen Iverson," $1,029,794.00 ",2009.0,2010.0,PHI,Philadelphia 76ers
144,144,7498.0,Allen Iverson," $161,386.00 ",2009.0,2010.0,MEM,Memphis Grizzlies
145,145,7954.0,Alonzo Gee," $479,735.00 ",2010.0,2011.0,CLE,Cleveland Caveliers
146,146,7955.0,Alonzo Gee," $125,538.00 ",2010.0,2011.0,WAS,Washington Wizards
147,147,7956.0,Alonzo Gee," $76,219.00 ",2010.0,2011.0,SAS,San Antonio Spurs
148,148,8355.0,Alonzo Gee," $854,389.00 ",2011.0,2012.0,CLE,Cleveland Caveliers
149,149,8811.0,Alonzo Gee," $3,500,000.00 ",2012.0,2013.0,CLE,Cleveland Caveliers
150,150,9241.0,Alonzo Gee," $3,250,000.00 ",2013.0,2014.0,CLE,Cleveland Caveliers
151,151,9643.0,Alonzo Gee," $1,063,384.00 ",2014.0,2015.0,POR,Portland Trail Blazers
152,152,10171.0,Alonzo Gee," $1,375,000.00 ",2015.0,2016.0,NOH,New Orleans Pelicans
153,153,10736.0,Alonzo Gee," $1,400,000.00 ",2016.0,2017.0,NOH,New Orleans Pelicans
154,154,10737.0,Alonzo Gee," $495,227.00 ",2016.0,2017.0,DEN,Denver Nuggets
155,155,6673.0,Alonzo Mourning," $2,762,500.00 ",2007.0,2008.0,MIA,Miami Heat
156,156,6674.0,Alvin Williams," $4,516,484.00 ",2007.0,2008.0,TOR,Toronto Raptors 
157,157,6675.0,Amar\'e Stoudemire," $13,762,775.00 ",2007.0,2008.0,PHO,Phoenix Suns
158,158,7077.0,Amar\'e Stoudemire," $15,070,550.00 ",2008.0,2009.0,PHO,Phoenix Suns
159,159,7499.0,Amar\'e Stoudemire," $16,378,325.00 ",2009.0,2010.0,PHO,Phoenix Suns
160,160,7957.0,Amar\'e Stoudemire," $16,486,611.00 ",2010.0,2011.0,NYK,New York Knicks
161,161,8356.0,Amar\'e Stoudemire," $18,217,705.00 ",2011.0,2012.0,NYK,New York Knicks
162,162,8812.0,Amar\'e Stoudemire," $19,948,799.00 ",2012.0,2013.0,NYK,New York Knicks
163,163,9242.0,Amar\'e Stoudemire," $21,679,893.00 ",2013.0,2014.0,NYK,New York Knicks
164,164,9644.0,Amar\'e Stoudemire," $23,410,988.00 ",2014.0,2015.0,NYK,New York Knicks
165,165,9645.0,Amar\'e Stoudemire," $485,670.00 ",2014.0,2015.0,DAL,Dallas Mavericks
166,166,10172.0,Amar\'e Stoudemire," $1,499,187.00 ",2015.0,2016.0,MIA,Miami Heat
167,167,6676.0,Amir Johnson," $3,666,666.00 ",2007.0,2008.0,DET,Detroit Pistons
168,168,7078.0,Amir Johnson," $3,666,667.00 ",2008.0,2009.0,DET,Detroit Pistons
169,169,7500.0,Amir Johnson," $3,666,666.00 ",2009.0,2010.0,TOR,Toronto Raptors 
170,170,7958.0,Amir Johnson," $5,000,000.00 ",2010.0,2011.0,TOR,Toronto Raptors 
171,171,8357.0,Amir Johnson," $5,500,000.00 ",2011.0,2012.0,TOR,Toronto Raptors 
172,172,8813.0,Amir Johnson," $6,000,000.00 ",2012.0,2013.0,TOR,Toronto Raptors 
173,173,9243.0,Amir Johnson," $6,500,000.00 ",2013.0,2014.0,TOR,Toronto Raptors 
174,174,9646.0,Amir Johnson," $7,000,000.00 ",2014.0,2015.0,TOR,Toronto Raptors 
175,175,10173.0,Amir Johnson," $12,000,000.00 ",2015.0,2016.0,BOS,Boston Celtic
176,176,10738.0,Amir Johnson," $12,000,000.00 ",2016.0,2017.0,BOS,Boston Celtic
177,177,11341.0,Amir Johnson," $11,000,000.00 ",2017.0,2018.0,PHI,Philadelphia 76ers
178,178,6677.0,Anderson Varejao," $5,356,000.00 ",2007.0,2008.0,CLE,Cleveland Caveliers
179,179,7079.0,Anderson Varejao," $5,784,480.00 ",2008.0,2009.0,CLE,Cleveland Caveliers
180,180,7501.0,Anderson Varejao," $6,300,000.00 ",2009.0,2010.0,CLE,Cleveland Caveliers
181,181,7959.0,Anderson Varejao," $7,281,818.00 ",2010.0,2011.0,CLE,Cleveland Caveliers
182,182,8358.0,Anderson Varejao," $7,700,000.00 ",2011.0,2012.0,CLE,Cleveland Caveliers
183,183,8814.0,Anderson Varejao," $8,368,182.00 ",2012.0,2013.0,CLE,Cleveland Caveliers
184,184,9244.0,Anderson Varejao," $9,036,364.00 ",2013.0,2014.0,CLE,Cleveland Caveliers
185,185,9647.0,Anderson Varejao," $9,704,595.00 ",2014.0,2015.0,CLE,Cleveland Caveliers
186,186,10174.0,Anderson Varejao," $9,638,554.00 ",2015.0,2016.0,POR,Portland Trail Blazers
187,187,10175.0,Anderson Varejao," $458,575.00 ",2015.0,2016.0,GSW,Golden State Warriors
188,188,10739.0,Anderson Varejao," $1,984,005.00 ",2016.0,2017.0,POR,Portland Trail Blazers
189,189,10740.0,Anderson Varejao," $1,551,659.00 ",2016.0,2017.0,GSW,Golden State Warriors
190,190,11342.0,Anderson Varejao," $1,913,345.00 ",2017.0,2018.0,POR,Portland Trail Blazers
191,191,6678.0,Andray Blatche," $2,470,000.00 ",2007.0,2008.0,WAS,Washington Wizards
192,192,7080.0,Andray Blatche," $2,739,669.00 ",2008.0,2009.0,WAS,Washington Wizards
193,193,7502.0,Andray Blatche," $3,000,000.00 ",2009.0,2010.0,WAS,Washington Wizards
194,194,7960.0,Andray Blatche," $5,900,000.00 ",2010.0,2011.0,WAS,Washington Wizards
195,195,8359.0,Andray Blatche," $6,442,083.00 ",2011.0,2012.0,WAS,Washington Wizards
196,196,8815.0,Andray Blatche," $7,118,502.00 ",2012.0,2013.0,WAS,Washington Wizards
197,197,8816.0,Andray Blatche," $1,146,337.00 ",2012.0,2013.0,NJN,Brooklyn Nets
198,198,9245.0,Andray Blatche," $1,375,604.00 ",2013.0,2014.0,NJN,Brooklyn Nets
199,199,9648.0,Andray Blatche," $8,471,339.00 ",2014.0,2015.0,WAS,Washington Wizards
200,200,6679.0,Andre Brown," $711,517.00 ",2007.0,2008.0,MEM,Memphis Grizzlies
201,201,9649.0,Andre Dawkins," $59,686.00 ",2014.0,2015.0,BOS,Boston Celtic
202,202,9246.0,Andre Drummond," $2,462,400.00 ",2013.0,2014.0,DET,Detroit Pistons
203,203,9650.0,Andre Drummond," $2,568,360.00 ",2014.0,2015.0,DET,Detroit Pistons
204,204,10176.0,Andre Drummond," $3,272,091.00 ",2015.0,2016.0,DET,Detroit Pistons
205,205,10741.0,Andre Drummond," $22,116,750.00 ",2016.0,2017.0,DET,Detroit Pistons
206,206,11343.0,Andre Drummond," $23,775,506.00 ",2017.0,2018.0,DET,Detroit Pistons
207,207,8360.0,Andre Emmett," $61,433.00 ",2011.0,2012.0,NJN,Brooklyn Nets
208,208,7081.0,Andre Iguodala," $11,300,000.00 ",2008.0,2009.0,PHI,Philadelphia 76ers
209,209,7503.0,Andre Iguodala," $12,200,000.00 ",2009.0,2010.0,PHI,Philadelphia 76ers
210,210,7961.0,Andre Iguodala," $12,345,250.00 ",2010.0,2011.0,PHI,Philadelphia 76ers
211,211,8361.0,Andre Iguodala," $13,531,750.00 ",2011.0,2012.0,PHI,Philadelphia 76ers
212,212,8817.0,Andre Iguodala," $14,968,250.00 ",2012.0,2013.0,DEN,Denver Nuggets
213,213,9247.0,Andre Iguodala," $12,868,632.00 ",2013.0,2014.0,GSW,Golden State Warriors
214,214,9651.0,Andre Iguodala," $12,289,544.00 ",2014.0,2015.0,GSW,Golden State Warriors
215,215,10177.0,Andre Iguodala," $11,710,456.00 ",2015.0,2016.0,GSW,Golden State Warriors
216,216,10742.0,Andre Iguodala," $11,131,368.00 ",2016.0,2017.0,GSW,Golden State Warriors
217,217,11344.0,Andre Iguodala," $14,814,815.00 ",2017.0,2018.0,GSW,Golden State Warriors
218,218,7082.0,Andre Miller," $10,333,334.00 ",2008.0,2009.0,PHI,Philadelphia 76ers
219,219,7504.0,Andre Miller," $6,730,800.00 ",2009.0,2010.0,POR,Portland Trail Blazers
220,220,7962.0,Andre Miller," $7,269,264.00 ",2010.0,2011.0,POR,Portland Trail Blazers
221,221,8362.0,Andre Miller," $7,807,728.00 ",2011.0,2012.0,DEN,Denver Nuggets
222,222,8818.0,Andre Miller," $5,000,000.00 ",2012.0,2013.0,DEN,Denver Nuggets
223,223,9248.0,Andre Miller," $5,000,000.00 ",2013.0,2014.0,DEN,Denver Nuggets
224,224,9652.0,Andre Miller," $4,625,000.00 ",2014.0,2015.0,SAC,Sacramento Kings
225,225,10178.0,Andre Miller," $1,499,187.00 ",2015.0,2016.0,MIN,Minnesota Timberwolves
226,226,10179.0,Andre Miller," $396,844.00 ",2015.0,2016.0,SAS,San Antonio Spurs
227,227,6680.0,Andre Owens," $687,456.00 ",2007.0,2008.0,IND,Indiana Pacers
228,228,9249.0,Andre Roberson," $1,110,840.00 ",2013.0,2014.0,OKC,Oklahoma City Thunder
229,229,9653.0,Andre Roberson," $1,160,880.00 ",2014.0,2015.0,OKC,Oklahoma City Thunder
230,230,10180.0,Andre Roberson," $1,210,800.00 ",2015.0,2016.0,OKC,Oklahoma City Thunder
231,231,10743.0,Andre Roberson," $2,183,072.00 ",2016.0,2017.0,OKC,Oklahoma City Thunder
232,232,11345.0,Andre Roberson," $9,259,259.00 ",2017.0,2018.0,OKC,Oklahoma City Thunder
233,233,6681.0,Andrea Bargnani," $4,838,880.00 ",2007.0,2008.0,TOR,Toronto Raptors 
234,234,7083.0,Andrea Bargnani," $5,176,440.00 ",2008.0,2009.0,TOR,Toronto Raptors 
235,235,7505.0,Andrea Bargnani," $6,527,491.00 ",2009.0,2010.0,TOR,Toronto Raptors 
236,236,7963.0,Andrea Bargnani," $8,500,000.00 ",2010.0,2011.0,TOR,Toronto Raptors 
237,237,8363.0,Andrea Bargnani," $9,250,000.00 ",2011.0,2012.0,TOR,Toronto Raptors 
238,238,8819.0,Andrea Bargnani," $10,000,000.00 ",2012.0,2013.0,TOR,Toronto Raptors 
239,239,9250.0,Andrea Bargnani," $11,862,500.00 ",2013.0,2014.0,NYK,New York Knicks
240,240,9654.0,Andrea Bargnani," $11,500,000.00 ",2014.0,2015.0,NYK,New York Knicks
241,241,10181.0,Andrea Bargnani," $1,039,298.00 ",2015.0,2016.0,NJN,Brooklyn Nets
242,242,10744.0,Andrea Bargnani," $323,599.00 ",2016.0,2017.0,NJN,Brooklyn Nets
243,243,6682.0,Andrei Kirilenko," $13,735,000.00 ",2007.0,2008.0,UTA,Utah Jazz
244,244,7084.0,Andrei Kirilenko," $15,106,000.00 ",2008.0,2009.0,UTA,Utah Jazz
245,245,7506.0,Andrei Kirilenko," $16,452,000.00 ",2009.0,2010.0,UTA,Utah Jazz
246,246,7964.0,Andrei Kirilenko," $17,823,000.00 ",2010.0,2011.0,UTA,Utah Jazz
247,247,8820.0,Andrei Kirilenko," $9,779,349.00 ",2012.0,2013.0,MIN,Minnesota Timberwolves
248,248,9251.0,Andrei Kirilenko," $3,183,000.00 ",2013.0,2014.0,NJN,Brooklyn Nets
249,249,9655.0,Andrei Kirilenko," $3,326,235.00 ",2014.0,2015.0,PHI,Philadelphia 76ers
250,250,6683.0,Andres Nocioni," $8,500,000.00 ",2007.0,2008.0,CHI,Chicago Bulls
251,251,7085.0,Andres Nocioni," $8,000,000.00 ",2008.0,2009.0,SAC,Sacramento Kings
252,252,7507.0,Andres Nocioni," $7,500,000.00 ",2009.0,2010.0,SAC,Sacramento Kings
253,253,7965.0,Andres Nocioni," $6,850,000.00 ",2010.0,2011.0,PHI,Philadelphia 76ers
254,254,8364.0,Andres Nocioni," $6,650,000.00 ",2011.0,2012.0,PHI,Philadelphia 76ers
255,255,6684.0,Andrew Bogut," $4,991,520.00 ",2007.0,2008.0,MIL,Milwaukee Bucks
256,256,7086.0,Andrew Bogut," $6,294,310.00 ",2008.0,2009.0,MIL,Milwaukee Bucks
257,257,7508.0,Andrew Bogut," $10,000,000.00 ",2009.0,2010.0,MIL,Milwaukee Bucks
258,258,7966.0,Andrew Bogut," $11,000,000.00 ",2010.0,2011.0,MIL,Milwaukee Bucks
259,259,8365.0,Andrew Bogut," $12,000,000.00 ",2011.0,2012.0,MIL,Milwaukee Bucks
260,260,8821.0,Andrew Bogut," $13,000,000.00 ",2012.0,2013.0,GSW,Golden State Warriors
261,261,9252.0,Andrew Bogut," $14,000,000.00 ",2013.0,2014.0,GSW,Golden State Warriors
262,262,9656.0,Andrew Bogut," $12,972,973.00 ",2014.0,2015.0,GSW,Golden State Warriors
263,263,10182.0,Andrew Bogut," $12,000,000.00 ",2015.0,2016.0,GSW,Golden State Warriors
264,264,10745.0,Andrew Bogut," $11,027,027.00 ",2016.0,2017.0,PHI,Philadelphia 76ers
265,265,10746.0,Andrew Bogut," $242,224.00 ",2016.0,2017.0,CLE,Cleveland Caveliers
266,266,11346.0,Andrew Bogut," $2,328,652.00 ",2017.0,2018.0,LAL,Los Angeles Lakers
267,267,6685.0,Andrew Bynum," $2,172,000.00 ",2007.0,2008.0,LAL,Los Angeles Lakers
268,268,7087.0,Andrew Bynum," $2,769,300.00 ",2008.0,2009.0,LAL,Los Angeles Lakers
269,269,7509.0,Andrew Bynum," $12,526,998.00 ",2009.0,2010.0,LAL,Los Angeles Lakers
