,Unnamed: 0,register_value,name, Salary in $ ,season_start,season_end,team,full_team_name
583,583,7114.0,Brandon Roy," $3,084,240.00 ",2008.0,2009.0,POR,Portland Trail Blazers
584,584,7537.0,Brandon Roy," $3,910,816.00 ",2009.0,2010.0,POR,Portland Trail Blazers
585,585,7991.0,Brandon Roy," $13,520,500.00 ",2010.0,2011.0,POR,Portland Trail Blazers
586,586,8393.0,Brandon Roy," $16,032,144.00 ",2011.0,2012.0,POR,Portland Trail Blazers
587,587,8844.0,Brandon Roy," $16,359,805.00 ",2012.0,2013.0,POR,Portland Trail Blazers
588,588,8845.0,Brandon Roy," $5,100,000.00 ",2012.0,2013.0,MIN,Minnesota Timberwolves
589,589,9686.0,Brandon Roy," $19,317,326.00 ",2014.0,2015.0,POR,Portland Trail Blazers
590,590,7115.0,Brandon Rush," $1,799,160.00 ",2008.0,2009.0,IND,Indiana Pacers
591,591,7538.0,Brandon Rush," $1,934,160.00 ",2009.0,2010.0,IND,Indiana Pacers
592,592,7992.0,Brandon Rush," $2,069,049.00 ",2010.0,2011.0,IND,Indiana Pacers
593,593,8394.0,Brandon Rush," $2,956,658.00 ",2011.0,2012.0,GSW,Golden State Warriors
594,594,8846.0,Brandon Rush," $4,000,000.00 ",2012.0,2013.0,GSW,Golden State Warriors
595,595,9278.0,Brandon Rush," $4,000,000.00 ",2013.0,2014.0,UTA,Utah Jazz
596,596,9687.0,Brandon Rush," $1,145,685.00 ",2014.0,2015.0,GSW,Golden State Warriors
597,597,10214.0,Brandon Rush," $1,270,964.00 ",2015.0,2016.0,GSW,Golden State Warriors
598,598,10790.0,Brandon Rush," $3,500,000.00 ",2016.0,2017.0,MIN,Minnesota Timberwolves
599,599,6716.0,Brendan Haywood," $5,000,000.00 ",2007.0,2008.0,WAS,Washington Wizards
600,600,7116.0,Brendan Haywood," $5,500,000.00 ",2008.0,2009.0,WAS,Washington Wizards
601,601,7539.0,Brendan Haywood," $6,000,000.00 ",2009.0,2010.0,DAL,Dallas Mavericks
602,602,7993.0,Brendan Haywood," $6,900,000.00 ",2010.0,2011.0,DAL,Dallas Mavericks
603,603,8395.0,Brendan Haywood," $7,624,500.00 ",2011.0,2012.0,DAL,Dallas Mavericks
604,604,8847.0,Brendan Haywood," $6,299,000.00 ",2012.0,2013.0,DAL,Dallas Mavericks
605,605,9688.0,Brendan Haywood," $7,798,000.00 ",2014.0,2015.0,DAL,Dallas Mavericks
606,606,9689.0,Brendan Haywood," $2,213,688.00 ",2014.0,2015.0,CLE,Cleveland Caveliers
607,607,6717.0,Brent Barry," $5,544,370.00 ",2007.0,2008.0,OKC,Oklahoma City Thunder
608,608,7117.0,Brent Barry," $1,910,000.00 ",2008.0,2009.0,HOU,Houston Rockets
609,609,7540.0,Brent Barry," $2,062,800.00 ",2009.0,2010.0,HOU,Houston Rockets
610,610,6718.0,Brevin Knight," $1,600,000.00 ",2007.0,2008.0,LAC,Los Angeles Clippers
611,611,7118.0,Brevin Knight," $2,000,000.00 ",2008.0,2009.0,UTA,Utah Jazz
612,612,6719.0,Brian Cardinal," $5,850,000.00 ",2007.0,2008.0,MEM,Memphis Grizzlies
613,613,7119.0,Brian Cardinal," $6,300,000.00 ",2008.0,2009.0,MIN,Minnesota Timberwolves
614,614,7541.0,Brian Cardinal," $6,750,000.00 ",2009.0,2010.0,NYK,New York Knicks
615,615,7994.0,Brian Cardinal," $1,352,181.00 ",2010.0,2011.0,DAL,Dallas Mavericks
616,616,8396.0,Brian Cardinal," $1,352,181.00 ",2011.0,2012.0,DAL,Dallas Mavericks
617,617,6720.0,Brian Cook," $3,500,000.00 ",2007.0,2008.0,ORL,Orlando Magic
618,618,7120.0,Brian Cook," $3,500,000.00 ",2008.0,2009.0,HOU,Houston Rockets
619,619,7542.0,Brian Cook," $3,500,000.00 ",2009.0,2010.0,HOU,Houston Rockets
620,620,7995.0,Brian Cook," $1,146,337.00 ",2010.0,2011.0,LAC,Los Angeles Clippers
621,621,8397.0,Brian Cook," $1,223,166.00 ",2011.0,2012.0,LAC,Los Angeles Clippers
622,622,8848.0,Brian Roberts," $473,604.00 ",2012.0,2013.0,NOH,New Orleans Pelicans
623,623,9279.0,Brian Roberts," $788,872.00 ",2013.0,2014.0,NOH,New Orleans Pelicans
624,624,10215.0,Brian Roberts," $2,854,940.00 ",2015.0,2016.0,POR,Portland Trail Blazers
625,625,10791.0,Brian Roberts," $1,050,961.00 ",2016.0,2017.0,CHA,Charlotte Hornets
626,626,7121.0,Brian Scalabrine," $3,206,897.00 ",2008.0,2009.0,BOS,Boston Celtic
627,627,7543.0,Brian Scalabrine," $3,413,793.00 ",2009.0,2010.0,BOS,Boston Celtic
628,628,7996.0,Brian Scalabrine," $1,229,255.00 ",2010.0,2011.0,CHI,Chicago Bulls
629,629,8398.0,Brian Scalabrine," $1,352,181.00 ",2011.0,2012.0,CHI,Chicago Bulls
630,630,6721.0,Brian Skinner," $1,108,718.00 ",2007.0,2008.0,PHO,Phoenix Suns
631,631,7122.0,Brian Skinner," $1,262,275.00 ",2008.0,2009.0,LAC,Los Angeles Clippers
632,632,7544.0,Brian Skinner," $1,306,455.00 ",2009.0,2010.0,LAC,Los Angeles Clippers
633,633,7997.0,Brian Skinner," $270,436.00 ",2010.0,2011.0,MIL,Milwaukee Bucks
634,634,8399.0,Brian Skinner," $65,446.00 ",2011.0,2012.0,MEM,Memphis Grizzlies
635,635,10216.0,Briante Weber," $30,888.00 ",2015.0,2016.0,MEM,Memphis Grizzlies
636,636,10217.0,Briante Weber," $12,355.00 ",2015.0,2016.0,MIA,Miami Heat
637,637,10792.0,Briante Weber," $328,000.00 ",2016.0,2017.0,MIA,Miami Heat
638,638,10793.0,Briante Weber," $231,521.00 ",2016.0,2017.0,CHA,Charlotte Hornets
639,639,10794.0,Briante Weber," $102,898.00 ",2016.0,2017.0,GSW,Golden State Warriors
640,640,11376.0,Briante Weber," $50,000.00 ",2017.0,2018.0,LAL,Los Angeles Lakers
641,641,10795.0,Brice Johnson," $1,273,920.00 ",2016.0,2017.0,LAC,Los Angeles Clippers
642,642,11377.0,Brice Johnson," $1,331,160.00 ",2017.0,2018.0,LAC,Los Angeles Clippers
643,643,7123.0,Brook Lopez," $2,098,560.00 ",2008.0,2009.0,NJN,Brooklyn Nets
644,644,7545.0,Brook Lopez," $2,225,880.00 ",2009.0,2010.0,NJN,Brooklyn Nets
645,645,7998.0,Brook Lopez," $2,413,320.00 ",2010.0,2011.0,NJN,Brooklyn Nets
646,646,8400.0,Brook Lopez," $3,076,983.00 ",2011.0,2012.0,NJN,Brooklyn Nets
647,647,8849.0,Brook Lopez," $13,668,750.00 ",2012.0,2013.0,NJN,Brooklyn Nets
648,648,9280.0,Brook Lopez," $14,693,906.00 ",2013.0,2014.0,NJN,Brooklyn Nets
649,649,9690.0,Brook Lopez," $15,719,063.00 ",2014.0,2015.0,NJN,Brooklyn Nets
650,650,10218.0,Brook Lopez," $20,000,000.00 ",2015.0,2016.0,NJN,Brooklyn Nets
651,651,10796.0,Brook Lopez," $21,165,675.00 ",2016.0,2017.0,NJN,Brooklyn Nets
652,652,11378.0,Brook Lopez," $22,642,350.00 ",2017.0,2018.0,LAL,Los Angeles Lakers
653,653,6722.0,Bruce Bowen," $4,125,000.00 ",2007.0,2008.0,SAS,San Antonio Spurs
654,654,7124.0,Bruce Bowen," $4,000,000.00 ",2008.0,2009.0,SAS,San Antonio Spurs
655,655,7546.0,Bruce Bowen," $2,000,000.00 ",2009.0,2010.0,MIL,Milwaukee Bucks
656,656,9691.0,Bruno Caboclo," $1,458,360.00 ",2014.0,2015.0,TOR,Toronto Raptors 
657,657,10219.0,Bruno Caboclo," $1,524,000.00 ",2015.0,2016.0,TOR,Toronto Raptors 
658,658,10797.0,Bruno Caboclo," $1,589,640.00 ",2016.0,2017.0,TOR,Toronto Raptors 
659,659,11379.0,Bruno Caboclo," $2,451,225.00 ",2017.0,2018.0,TOR,Toronto Raptors 
660,660,9692.0,Bryce Cotton," $152,200.00 ",2014.0,2015.0,UTA,Utah Jazz
661,661,9693.0,Bryce Cotton," $50,000.00 ",2014.0,2015.0,SAS,San Antonio Spurs
662,662,10220.0,Bryce Cotton," $228,663.00 ",2015.0,2016.0,PHO,Phoenix Suns
663,663,10221.0,Bryce Cotton," $64,622.00 ",2015.0,2016.0,MEM,Memphis Grizzlies
664,664,10222.0,Bryce Dejean-Jones," $281,659.00 ",2015.0,2016.0,NOH,New Orleans Pelicans
665,665,10798.0,Bryn Forbes," $543,471.00 ",2016.0,2017.0,SAS,San Antonio Spurs
666,666,11380.0,Bryn Forbes," $1,312,611.00 ",2017.0,2018.0,SAS,San Antonio Spurs
667,667,10799.0,Buddy Hield," $3,517,200.00 ",2016.0,2017.0,SAC,Sacramento Kings
668,668,11381.0,Buddy Hield," $3,675,480.00 ",2017.0,2018.0,SAC,Sacramento Kings
669,669,7547.0,Byron Mullens," $1,120,200.00 ",2009.0,2010.0,OKC,Oklahoma City Thunder
670,670,7999.0,Byron Mullens," $1,204,200.00 ",2010.0,2011.0,OKC,Oklahoma City Thunder
671,671,9281.0,Byron Mullens," $947,907.00 ",2013.0,2014.0,LAC,Los Angeles Clippers
672,672,9282.0,C.J. McCollum," $2,316,720.00 ",2013.0,2014.0,POR,Portland Trail Blazers
673,673,9694.0,C.J. McCollum," $2,421,000.00 ",2014.0,2015.0,POR,Portland Trail Blazers
674,674,10223.0,C.J. McCollum," $2,525,160.00 ",2015.0,2016.0,POR,Portland Trail Blazers
675,675,10800.0,C.J. McCollum," $3,219,579.00 ",2016.0,2017.0,POR,Portland Trail Blazers
676,676,11382.0,C.J. McCollum," $23,962,573.00 ",2017.0,2018.0,POR,Portland Trail Blazers
677,677,6723.0,C.J. Miles," $770,610.00 ",2007.0,2008.0,UTA,Utah Jazz
678,678,7125.0,C.J. Miles," $3,700,000.00 ",2008.0,2009.0,UTA,Utah Jazz
679,679,7548.0,C.J. Miles," $3,700,000.00 ",2009.0,2010.0,UTA,Utah Jazz
680,680,8000.0,C.J. Miles," $3,700,000.00 ",2010.0,2011.0,UTA,Utah Jazz
681,681,8401.0,C.J. Miles," $3,700,000.00 ",2011.0,2012.0,UTA,Utah Jazz
682,682,8850.0,C.J. Miles," $2,225,000.00 ",2012.0,2013.0,CLE,Cleveland Caveliers
683,683,9283.0,C.J. Miles," $2,225,000.00 ",2013.0,2014.0,CLE,Cleveland Caveliers
684,684,9695.0,C.J. Miles," $4,205,000.00 ",2014.0,2015.0,IND,Indiana Pacers
685,685,10224.0,C.J. Miles," $4,394,225.00 ",2015.0,2016.0,IND,Indiana Pacers
686,686,10801.0,C.J. Miles," $4,583,450.00 ",2016.0,2017.0,IND,Indiana Pacers
687,687,11383.0,C.J. Miles," $7,936,509.00 ",2017.0,2018.0,TOR,Toronto Raptors 
688,688,6724.0,C.J. Watson," $125,479.00 ",2007.0,2008.0,GSW,Golden State Warriors
689,689,7549.0,C.J. Watson," $1,000,497.00 ",2009.0,2010.0,GSW,Golden State Warriors
690,690,8001.0,C.J. Watson," $3,100,000.00 ",2010.0,2011.0,CHI,Chicago Bulls
691,691,8402.0,C.J. Watson," $3,400,000.00 ",2011.0,2012.0,CHI,Chicago Bulls
692,692,9284.0,C.J. Watson," $2,016,000.00 ",2013.0,2014.0,IND,Indiana Pacers
693,693,9696.0,C.J. Watson," $2,106,720.00 ",2014.0,2015.0,IND,Indiana Pacers
694,694,10225.0,C.J. Watson," $5,000,000.00 ",2015.0,2016.0,ORL,Orlando Magic
695,695,10802.0,C.J. Watson," $5,000,000.00 ",2016.0,2017.0,ORL,Orlando Magic
696,696,11384.0,C.J. Watson," $333,334.00 ",2017.0,2018.0,ORL,Orlando Magic
697,697,9697.0,C.J. Wilcox," $1,109,760.00 ",2014.0,2015.0,LAC,Los Angeles Clippers
698,698,10226.0,C.J. Wilcox," $1,159,680.00 ",2015.0,2016.0,LAC,Los Angeles Clippers
699,699,10803.0,C.J. Wilcox," $1,209,680.00 ",2016.0,2017.0,ORL,Orlando Magic
700,700,11385.0,Caleb Swanigan," $1,465,920.00 ",2017.0,2018.0,POR,Portland Trail Blazers
701,701,7126.0,Calvin Booth," $1,319,651.00 ",2008.0,2009.0,SAC,Sacramento Kings
702,702,10227.0,Cameron Bairstow," $19,000,000.00 ",2015.0,2016.0,ATL,Atlanta Hawks
703,703,10228.0,Cameron Bairstow," $845,059.00 ",2015.0,2016.0,CHI,Chicago Bulls
704,704,10804.0,Cameron Jones," $50,000.00 ",2016.0,2017.0,GSW,Golden State Warriors
705,705,11386.0,Cameron Oliver," $300,000.00 ",2017.0,2018.0,HOU,Houston Rockets
706,706,10229.0,Cameron Payne," $2,021,520.00 ",2015.0,2016.0,OKC,Oklahoma City Thunder
707,707,10805.0,Cameron Payne," $2,112,480.00 ",2016.0,2017.0,CHI,Chicago Bulls
708,708,11387.0,Cameron Payne," $2,203,440.00 ",2017.0,2018.0,CHI,Chicago Bulls
709,709,10806.0,Caris LeVert," $1,562,280.00 ",2016.0,2017.0,NJN,Brooklyn Nets
710,710,11388.0,Caris LeVert," $1,632,480.00 ",2017.0,2018.0,NJN,Brooklyn Nets
711,711,7127.0,Carl Landry," $3,000,000.00 ",2008.0,2009.0,HOU,Houston Rockets
712,712,7550.0,Carl Landry," $3,000,000.00 ",2009.0,2010.0,SAC,Sacramento Kings
713,713,8002.0,Carl Landry," $3,000,000.00 ",2010.0,2011.0,NOH,New Orleans Pelicans
714,714,8403.0,Carl Landry," $8,500,000.00 ",2011.0,2012.0,NOH,New Orleans Pelicans
715,715,8851.0,Carl Landry," $4,000,000.00 ",2012.0,2013.0,GSW,Golden State Warriors
716,716,9285.0,Carl Landry," $6,500,000.00 ",2013.0,2014.0,SAC,Sacramento Kings
717,717,9698.0,Carl Landry," $6,500,000.00 ",2014.0,2015.0,SAC,Sacramento Kings
718,718,10230.0,Carl Landry," $6,500,000.00 ",2015.0,2016.0,PHI,Philadelphia 76ers
719,719,10807.0,Carl Landry," $6,500,000.00 ",2016.0,2017.0,PHI,Philadelphia 76ers
720,720,8404.0,Carldell Johnson," $168,035.00 ",2011.0,2012.0,NOH,New Orleans Pelicans
721,721,6725.0,Carlos Arroyo," $4,100,000.00 ",2007.0,2008.0,ORL,Orlando Magic
722,722,7551.0,Carlos Arroyo," $1,107,572.00 ",2009.0,2010.0,MIA,Miami Heat
723,723,6726.0,Carlos Boozer," $11,260,483.00 ",2007.0,2008.0,UTA,Utah Jazz
724,724,7128.0,Carlos Boozer," $11,593,817.00 ",2008.0,2009.0,UTA,Utah Jazz
725,725,7552.0,Carlos Boozer," $13,520,500.00 ",2009.0,2010.0,UTA,Utah Jazz
726,726,8003.0,Carlos Boozer," $14,400,000.00 ",2010.0,2011.0,CHI,Chicago Bulls
727,727,8405.0,Carlos Boozer," $13,500,000.00 ",2011.0,2012.0,CHI,Chicago Bulls
728,728,8852.0,Carlos Boozer," $15,000,000.00 ",2012.0,2013.0,CHI,Chicago Bulls
729,729,9286.0,Carlos Boozer," $15,300,000.00 ",2013.0,2014.0,CHI,Chicago Bulls
730,730,9699.0,Carlos Boozer," $3,250,000.00 ",2014.0,2015.0,LAL,Los Angeles Lakers
731,731,6727.0,Carlos Delfino," $1,868,141.00 ",2007.0,2008.0,TOR,Toronto Raptors 
732,732,7553.0,Carlos Delfino," $3,500,000.00 ",2009.0,2010.0,MIL,Milwaukee Bucks
733,733,8004.0,Carlos Delfino," $3,500,000.00 ",2010.0,2011.0,MIL,Milwaukee Bucks
734,734,8406.0,Carlos Delfino," $3,500,000.00 ",2011.0,2012.0,MIL,Milwaukee Bucks
735,735,9287.0,Carlos Delfino," $3,250,000.00 ",2013.0,2014.0,MIL,Milwaukee Bucks
736,736,9700.0,Carlos Delfino," $650,000.00 ",2014.0,2015.0,LAC,Los Angeles Clippers
737,737,10231.0,Carlos Delfino," $650,000.00 ",2015.0,2016.0,LAC,Los Angeles Clippers
738,738,10808.0,Carlos Delfino," $650,000.00 ",2016.0,2017.0,LAC,Los Angeles Clippers
739,739,11389.0,Carlos Delfino," $650,000.00 ",2017.0,2018.0,LAC,Los Angeles Clippers
740,740,6728.0,Carmelo Anthony," $13,041,250.00 ",2007.0,2008.0,DEN,Denver Nuggets
741,741,7129.0,Carmelo Anthony," $14,410,581.00 ",2008.0,2009.0,DEN,Denver Nuggets
742,742,7554.0,Carmelo Anthony," $15,779,912.00 ",2009.0,2010.0,DEN,Denver Nuggets
743,743,8005.0,Carmelo Anthony," $17,149,243.00 ",2010.0,2011.0,NYK,New York Knicks
744,744,8407.0,Carmelo Anthony," $18,518,574.00 ",2011.0,2012.0,NYK,New York Knicks
745,745,8853.0,Carmelo Anthony," $19,450,000.00 ",2012.0,2013.0,NYK,New York Knicks
746,746,9288.0,Carmelo Anthony," $22,407,474.00 ",2013.0,2014.0,NYK,New York Knicks
747,747,9701.0,Carmelo Anthony," $22,458,000.00 ",2014.0,2015.0,NYK,New York Knicks
748,748,10232.0,Carmelo Anthony," $22,875,000.00 ",2015.0,2016.0,NYK,New York Knicks
749,749,10809.0,Carmelo Anthony," $24,559,380.00 ",2016.0,2017.0,NYK,New York Knicks
750,750,11390.0,Carmelo Anthony," $26,243,760.00 ",2017.0,2018.0,OKC,Oklahoma City Thunder
751,751,6729.0,Caron Butler," $8,218,990.00 ",2007.0,2008.0,WAS,Washington Wizards
752,752,7130.0,Caron Butler," $9,249,980.00 ",2008.0,2009.0,WAS,Washington Wizards
753,753,7555.0,Caron Butler," $9,780,970.00 ",2009.0,2010.0,DAL,Dallas Mavericks
754,754,8006.0,Caron Butler," $10,561,960.00 ",2010.0,2011.0,DAL,Dallas Mavericks
755,755,8408.0,Caron Butler," $8,000,000.00 ",2011.0,2012.0,LAC,Los Angeles Clippers
756,756,8854.0,Caron Butler," $8,000,000.00 ",2012.0,2013.0,LAC,Los Angeles Clippers
757,757,9289.0,Caron Butler," $8,000,000.00 ",2013.0,2014.0,PHO,Phoenix Suns
758,758,9702.0,Caron Butler," $4,500,000.00 ",2014.0,2015.0,MIL,Milwaukee Bucks
759,759,10233.0,Caron Butler," $1,499,187.00 ",2015.0,2016.0,SAC,Sacramento Kings
760,760,10810.0,Caron Butler," $517,220.00 ",2016.0,2017.0,SAC,Sacramento Kings
761,761,11391.0,Caron Butler," $517,220.00 ",2017.0,2018.0,SAC,Sacramento Kings
762,762,9703.0,Carrick Felix," $816,482.00 ",2014.0,2015.0,UTA,Utah Jazz
763,763,11392.0,Carrick Felix," $140,902.00 ",2017.0,2018.0,WAS,Washington Wizards
764,764,7556.0,Cartier Martin," $86,638.00 ",2009.0,2010.0,GSW,Golden State Warriors
765,765,8007.0,Cartier Martin," $854,389.00 ",2010.0,2011.0,WAS,Washington Wizards
766,766,8855.0,Cartier Martin," $915,852.00 ",2012.0,2013.0,WAS,Washington Wizards
767,767,9704.0,Cartier Martin," $1,145,685.00 ",2014.0,2015.0,DET,Detroit Pistons
768,768,10234.0,Cartier Martin," $1,270,964.00 ",2015.0,2016.0,DET,Detroit Pistons
769,769,6730.0,Casey Jacobsen," $826,269.00 ",2007.0,2008.0,MEM,Memphis Grizzlies
770,770,10811.0,Cat Barber," $50,000.00 ",2016.0,2017.0,PHI,Philadelphia 76ers
771,771,11393.0,Cedi Osman," $2,642,857.00 ",2017.0,2018.0,CLE,Cleveland Caveliers
772,772,7557.0,Cedric Jackson," $53,834.00 ",2009.0,2010.0,CLE,Cleveland Caveliers
773,773,6731.0,Cedric Simmons," $1,629,120.00 ",2007.0,2008.0,CHI,Chicago Bulls
774,774,7131.0,Cedric Simmons," $1,742,760.00 ",2008.0,2009.0,SAC,Sacramento Kings
775,775,8409.0,Chandler Parsons," $850,000.00 ",2011.0,2012.0,HOU,Houston Rockets
776,776,9290.0,Chandler Parsons," $926,500.00 ",2013.0,2014.0,HOU,Houston Rockets
777,777,9705.0,Chandler Parsons," $14,700,000.00 ",2014.0,2015.0,DAL,Dallas Mavericks
778,778,10235.0,Chandler Parsons," $15,361,500.00 ",2015.0,2016.0,DAL,Dallas Mavericks
779,779,10812.0,Chandler Parsons," $22,116,750.00 ",2016.0,2017.0,MEM,Memphis Grizzlies
780,780,11394.0,Chandler Parsons," $23,112,004.00 ",2017.0,2018.0,MEM,Memphis Grizzlies
781,781,6732.0,Channing Frye," $2,487,240.00 ",2007.0,2008.0,POR,Portland Trail Blazers
782,782,7132.0,Channing Frye," $3,163,769.00 ",2008.0,2009.0,POR,Portland Trail Blazers
783,783,7558.0,Channing Frye," $2,000,000.00 ",2009.0,2010.0,PHO,Phoenix Suns
784,784,8410.0,Channing Frye," $5,600,000.00 ",2011.0,2012.0,PHO,Phoenix Suns
785,785,8856.0,Channing Frye," $6,000,000.00 ",2012.0,2013.0,PHO,Phoenix Suns
786,786,9291.0,Channing Frye," $6,400,000.00 ",2013.0,2014.0,PHO,Phoenix Suns
787,787,9706.0,Channing Frye," $8,175,476.00 ",2014.0,2015.0,ORL,Orlando Magic
788,788,10236.0,Channing Frye," $7,807,579.00 ",2015.0,2016.0,CLE,Cleveland Caveliers
789,789,10813.0,Channing Frye," $7,806,971.00 ",2016.0,2017.0,CLE,Cleveland Caveliers
790,790,11395.0,Channing Frye," $7,420,912.00 ",2017.0,2018.0,CLE,Cleveland Caveliers
791,791,8411.0,Charles Jenkins," $473,604.00 ",2011.0,2012.0,GSW,Golden State Warriors
792,792,8857.0,Charles Jenkins," $762,195.00 ",2012.0,2013.0,PHI,Philadelphia 76ers
793,793,6733.0,Charlie Bell," $3,100,000.00 ",2007.0,2008.0,MIL,Milwaukee Bucks
794,794,7133.0,Charlie Bell," $3,354,480.00 ",2008.0,2009.0,MIL,Milwaukee Bucks
795,795,7559.0,Charlie Bell," $3,596,000.00 ",2009.0,2010.0,MIL,Milwaukee Bucks
796,796,8008.0,Charlie Bell," $4,447,792.00 ",2010.0,2011.0,GSW,Golden State Warriors
797,797,8412.0,Charlie Bell," $4,099,920.00 ",2011.0,2012.0,GSW,Golden State Warriors
798,798,6734.0,Charlie Villanueva," $2,715,000.00 ",2007.0,2008.0,MIL,Milwaukee Bucks
799,799,7134.0,Charlie Villanueva," $3,448,050.00 ",2008.0,2009.0,MIL,Milwaukee Bucks
800,800,7560.0,Charlie Villanueva," $6,500,000.00 ",2009.0,2010.0,DET,Detroit Pistons
801,801,8413.0,Charlie Villanueva," $7,540,000.00 ",2011.0,2012.0,DET,Detroit Pistons
802,802,9292.0,Charlie Villanueva," $8,580,000.00 ",2013.0,2014.0,DET,Detroit Pistons
803,803,9707.0,Charlie Villanueva," $1,316,809.00 ",2014.0,2015.0,DAL,Dallas Mavericks
804,804,10237.0,Charlie Villanueva," $1,499,187.00 ",2015.0,2016.0,DAL,Dallas Mavericks
805,805,7561.0,Chase Budinger," $457,588.00 ",2009.0,2010.0,HOU,Houston Rockets
806,806,8009.0,Chase Budinger," $780,871.00 ",2010.0,2011.0,HOU,Houston Rockets
807,807,8414.0,Chase Budinger," $854,389.00 ",2011.0,2012.0,HOU,Houston Rockets
808,808,8858.0,Chase Budinger," $885,120.00 ",2012.0,2013.0,MIN,Minnesota Timberwolves
809,809,9293.0,Chase Budinger," $5,000,000.00 ",2013.0,2014.0,MIN,Minnesota Timberwolves
810,810,9708.0,Chase Budinger," $5,000,000.00 ",2014.0,2015.0,MIN,Minnesota Timberwolves
811,811,10238.0,Chase Budinger," $5,000,000.00 ",2015.0,2016.0,IND,Indiana Pacers
812,812,10239.0,Chase Budinger," $258,082.00 ",2015.0,2016.0,PHO,Phoenix Suns
813,813,10814.0,Chasson Randle," $297,311.00 ",2016.0,2017.0,PHI,Philadelphia 76ers
814,814,10815.0,Chasson Randle," $243,860.00 ",2016.0,2017.0,NYK,New York Knicks
815,815,11396.0,Chasson Randle," $1,312,611.00 ",2017.0,2018.0,NYK,New York Knicks
816,816,6735.0,Chauncey Billups," $10,000,000.00 ",2007.0,2008.0,DET,Detroit Pistons
817,817,7135.0,Chauncey Billups," $11,050,000.00 ",2008.0,2009.0,DEN,Denver Nuggets
818,818,7562.0,Chauncey Billups," $12,100,000.00 ",2009.0,2010.0,DEN,Denver Nuggets
819,819,8010.0,Chauncey Billups," $13,150,000.00 ",2010.0,2011.0,NYK,New York Knicks
820,820,8415.0,Chauncey Billups," $12,199,968.00 ",2011.0,2012.0,NYK,New York Knicks
821,821,8416.0,Chauncey Billups," $2,000,032.00 ",2011.0,2012.0,LAC,Los Angeles Clippers
822,822,8859.0,Chauncey Billups," $4,000,000.00 ",2012.0,2013.0,LAC,Los Angeles Clippers
823,823,9294.0,Chauncey Billups," $2,500,000.00 ",2013.0,2014.0,DET,Detroit Pistons
824,824,10816.0,Cheick Diallo," $543,471.00 ",2016.0,2017.0,NOH,New Orleans Pelicans
825,825,11397.0,Cheick Diallo," $1,312,611.00 ",2017.0,2018.0,NOH,New Orleans Pelicans
826,826,6736.0,Cheikh Samb," $427,163.00 ",2007.0,2008.0,DET,Detroit Pistons
827,827,7136.0,Cheikh Samb," $797,581.00 ",2008.0,2009.0,LAC,Los Angeles Clippers
828,828,10817.0,Chinanu Onuaku," $543,471.00 ",2016.0,2017.0,HOU,Houston Rockets
829,829,11398.0,Chinanu Onuaku," $1,312,611.00 ",2017.0,2018.0,HOU,Houston Rockets
830,830,7137.0,Chris Andersen," $998,398.00 ",2008.0,2009.0,DEN,Denver Nuggets
831,831,7563.0,Chris Andersen," $3,650,000.00 ",2009.0,2010.0,DEN,Denver Nuggets
832,832,8011.0,Chris Andersen," $4,533,300.00 ",2010.0,2011.0,DEN,Denver Nuggets
833,833,8417.0,Chris Andersen," $4,234,000.00 ",2011.0,2012.0,DEN,Denver Nuggets
834,834,8860.0,Chris Andersen," $4,526,000.00 ",2012.0,2013.0,DEN,Denver Nuggets
835,835,8861.0,Chris Andersen," $699,952.00 ",2012.0,2013.0,MIA,Miami Heat
836,836,9295.0,Chris Andersen," $1,399,507.00 ",2013.0,2014.0,MIA,Miami Heat
837,837,9709.0,Chris Andersen," $5,375,000.00 ",2014.0,2015.0,MIA,Miami Heat
838,838,10240.0,Chris Andersen," $5,000,000.00 ",2015.0,2016.0,MEM,Memphis Grizzlies
839,839,10818.0,Chris Andersen," $1,551,659.00 ",2016.0,2017.0,CHA,Charlotte Hornets
840,840,9710.0,Chris Babb," $48,028.00 ",2014.0,2015.0,BOS,Boston Celtic
841,841,6737.0,Chris Bosh," $12,455,000.00 ",2007.0,2008.0,TOR,Toronto Raptors 
842,842,7138.0,Chris Bosh," $14,410,581.00 ",2008.0,2009.0,TOR,Toronto Raptors 
843,843,7564.0,Chris Bosh," $15,779,912.00 ",2009.0,2010.0,TOR,Toronto Raptors 
844,844,8418.0,Chris Bosh," $16,022,500.00 ",2011.0,2012.0,MIA,Miami Heat
845,845,8862.0,Chris Bosh," $17,545,000.00 ",2012.0,2013.0,MIA,Miami Heat
846,846,9296.0,Chris Bosh," $19,067,500.00 ",2013.0,2014.0,MIA,Miami Heat
847,847,9711.0,Chris Bosh," $20,644,400.00 ",2014.0,2015.0,MIA,Miami Heat
848,848,10241.0,Chris Bosh," $22,192,730.00 ",2015.0,2016.0,MIA,Miami Heat
849,849,10819.0,Chris Bosh," $23,741,060.00 ",2016.0,2017.0,MIA,Miami Heat
850,850,11399.0,Chris Bosh," $25,289,390.00 ",2017.0,2018.0,MIA,Miami Heat
851,851,8863.0,Chris Copeland," $473,604.00 ",2012.0,2013.0,NYK,New York Knicks
852,852,9297.0,Chris Copeland," $3,000,000.00 ",2013.0,2014.0,IND,Indiana Pacers
853,853,9712.0,Chris Copeland," $3,135,000.00 ",2014.0,2015.0,IND,Indiana Pacers
